Video,Predicted,Real,Fake,Total,Label,Accuracy (%),Real (%),Fake (%)
02_15__walking_down_street_outside_angry__MZWH8ATN.mp4,1,0,31,31,0,0,0,100
02_15__walking_outside_cafe_disgusted__HTG660F8.mp4,0,19,12,31,0,100,61.29032258,38.70967742
02_15__walking_outside_cafe_disgusted__MZWH8ATN.mp4,0,20,11,31,0,100,64.51612903,35.48387097
02_15__walk_down_hall_angry__HTG660F8.mp4,0,31,0,31,0,100,100,0
02_15__walk_down_hall_angry__TN2CWM3K.mp4,0,31,0,31,0,100,100,0
02_18__exit_phone_room__B95S4G6F.mp4,1,15,16,31,0,0,48.38709677,51.61290323
02_18__exit_phone_room__OXMEEFUQ.mp4,1,15,16,31,0,0,48.38709677,51.61290323
02_18__kitchen_still__B95S4G6F.mp4,1,0,31,31,0,0,0,100
02_18__kitchen_still__OXMEEFUQ.mp4,1,0,31,31,0,0,0,100
02_18__meeting_serious__B95S4G6F.mp4,1,0,31,31,0,0,0,100
02_18__outside_talking_pan_laughing__OXMEEFUQ.mp4,1,1,30,31,0,0,3.225806452,96.77419355
02_18__outside_talking_still_laughing__OXMEEFUQ.mp4,0,21,10,31,0,100,67.74193548,32.25806452
02_18__secret_conversation__B95S4G6F.mp4,1,0,31,31,0,0,0,100
02_18__walking_and_outside_surprised__B95S4G6F.mp4,1,0,31,31,0,0,0,100
02_18__walking_down_street_outside_angry__21JTDDEL.mp4,1,0,31,31,0,0,0,100
02_18__walk_down_hall_angry__B95S4G6F.mp4,0,31,0,31,0,100,100,0
02_21__kitchen_pan__Z0XHPQAR.mp4,1,0,31,31,0,0,0,100
02_21__outside_talking_still_laughing__Z0XHPQAR.mp4,0,20,11,31,0,100,64.51612903,35.48387097
02_21__talking_angry_couch__Z0XHPQAR.mp4,1,0,31,31,0,0,0,100
02_25__exit_phone_room__Z7FQ69VP.mp4,0,16,15,31,0,100,51.61290323,48.38709677
02_25__hugging_happy__Z7FQ69VP.mp4,1,0,31,31,0,0,0,100
02_25__outside_talking_pan_laughing__Z7FQ69VP.mp4,1,2,29,31,0,0,6.451612903,93.5483871
02_25__outside_talking_still_laughing__Z7FQ69VP.mp4,0,21,10,31,0,100,67.74193548,32.25806452
02_25__secret_conversation__Z7FQ69VP.mp4,1,0,31,31,0,0,0,100
02_25__talking_against_wall__Z7FQ69VP.mp4,1,0,31,31,0,0,0,100
02_25__talking_angry_couch__Z7FQ69VP.mp4,1,0,31,31,0,0,0,100
02_25__walking_and_outside_surprised__Z7FQ69VP.mp4,1,0,31,31,0,0,0,100
02_25__walking_down_street_outside_angry__Z7FQ69VP.mp4,1,0,31,31,0,0,0,100
02_25__walking_outside_cafe_disgusted__Z7FQ69VP.mp4,0,31,0,31,0,100,100,0
02_27__hugging_happy__6GC9HY9J.mp4,1,0,31,31,0,0,0,100
02_27__hugging_happy__GVFLSZD5.mp4,1,0,31,31,0,0,0,100
02_27__kitchen_pan__3L1MLH3D.mp4,1,0,31,31,0,0,0,100
02_27__kitchen_pan__B3XHKO27.mp4,1,0,31,31,0,0,0,100
02_27__kitchen_pan__UGO2181S.mp4,1,0,31,31,0,0,0,100
02_27__meeting_serious__QW05XUUZ.mp4,1,0,31,31,0,0,0,100
02_27__outside_talking_pan_laughing__QW05XUUZ.mp4,1,0,31,31,0,0,0,100
02_27__outside_talking_pan_laughing__XFSH3BW7.mp4,1,0,31,31,0,0,0,100
02_27__outside_talking_still_laughing__FV8M8O2C.mp4,0,21,10,31,0,100,67.74193548,32.25806452
02_27__outside_talking_still_laughing__YQX5Z8GN.mp4,0,21,10,31,0,100,67.74193548,32.25806452
02_27__podium_speech_happy__UGO2181S.mp4,1,6,25,31,0,0,19.35483871,80.64516129
02_27__walking_and_outside_surprised__QW05XUUZ.mp4,1,0,31,31,0,0,0,100
02_27__walking_and_outside_surprised__UGO2181S.mp4,1,0,31,31,0,0,0,100
02_27__walking_down_indoor_hall_disgust__YQX5Z8GN.mp4,1,0,31,31,0,0,0,100
02_27__walking_down_street_outside_angry__3L1MLH3D.mp4,1,0,31,31,0,0,0,100
02_27__walking_outside_cafe_disgusted__3L1MLH3D.mp4,0,31,0,31,0,100,100,0
02_27__walking_outside_cafe_disgusted__78M8S6M6.mp4,1,15,16,31,0,0,48.38709677,51.61290323
02_27__walk_down_hall_angry__78M8S6M6.mp4,0,31,0,31,0,100,100,0
03_01__exit_phone_room__480LQD1C.mp4,0,31,0,31,0,100,100,0
03_01__hugging_happy__ISF9SP4G.mp4,1,4,27,31,0,0,12.90322581,87.09677419
03_01__kitchen_pan__JZUXXFRB.mp4,1,0,31,31,0,0,0,100
03_01__kitchen_still__JZUXXFRB.mp4,1,0,31,31,0,0,0,100
03_01__meeting_serious__ISF9SP4G.mp4,1,0,31,31,0,0,0,100
03_01__meeting_serious__JZUXXFRB.mp4,1,0,31,31,0,0,0,100
03_01__outside_talking_still_laughing__JZUXXFRB.mp4,0,27,4,31,0,100,87.09677419,12.90322581
03_01__podium_speech_happy__480LQD1C.mp4,1,1,30,31,0,0,3.225806452,96.77419355
03_01__podium_speech_happy__ISF9SP4G.mp4,1,0,31,31,0,0,0,100
03_01__podium_speech_happy__JZUXXFRB.mp4,1,0,31,31,0,0,0,100
03_01__secret_conversation__480LQD1C.mp4,1,4,27,31,0,0,12.90322581,87.09677419
03_01__talking_against_wall__JZUXXFRB.mp4,1,0,31,31,0,0,0,100
03_01__talking_angry_couch__JZUXXFRB.mp4,1,0,31,31,0,0,0,100
03_01__walking_and_outside_surprised__JZUXXFRB.mp4,1,0,31,31,0,0,0,100
03_02__meeting_serious__ZESUJMM7.mp4,1,0,31,31,0,0,0,100
03_02__secret_conversation__GYX5OFTD.mp4,1,3,15,18,0,0,16.66666667,83.33333333
03_02__secret_conversation__QH3Y0IG0.mp4,1,6,25,31,0,0,19.35483871,80.64516129
03_02__walking_and_outside_surprised__GYX5OFTD.mp4,1,0,31,31,0,0,0,100
03_02__walking_down_street_outside_angry__QH3Y0IG0.mp4,1,0,31,31,0,0,0,100
03_04__kitchen_pan__T04P6ELC.mp4,1,0,31,31,0,0,0,100
03_04__outside_talking_pan_laughing__T04P6ELC.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_04__talking_angry_couch__T04P6ELC.mp4,1,0,31,31,0,0,0,100
03_06__exit_phone_room__1IXGY2FK.mp4,0,31,0,31,0,100,100,0
03_06__hugging_happy__1IXGY2FK.mp4,1,1,30,31,0,0,3.225806452,96.77419355
03_06__hugging_happy__2XWC5JED.mp4,1,1,30,31,0,0,3.225806452,96.77419355
03_06__hugging_happy__4I8LRXWF.mp4,1,0,31,31,0,0,0,100
03_06__kitchen_pan__1IXGY2FK.mp4,1,0,31,31,0,0,0,100
03_06__kitchen_pan__2XWC5JED.mp4,1,0,31,31,0,0,0,100
03_06__kitchen_still__1IXGY2FK.mp4,1,0,31,31,0,0,0,100
03_06__kitchen_still__ZFRX9RKW.mp4,1,0,31,31,0,0,0,100
03_06__meeting_serious__1IXGY2FK.mp4,1,0,31,31,0,0,0,100
03_06__meeting_serious__83ABVHC3.mp4,1,0,31,31,0,0,0,100
03_06__podium_speech_happy__1IXGY2FK.mp4,1,0,31,31,0,0,0,100
03_06__podium_speech_happy__2XWC5JED.mp4,1,0,31,31,0,0,0,100
03_06__podium_speech_happy__83ABVHC3.mp4,1,0,31,31,0,0,0,100
03_06__podium_speech_happy__KIWCEATU.mp4,1,0,31,31,0,0,0,100
03_06__podium_speech_happy__ZFRX9RKW.mp4,1,0,31,31,0,0,0,100
03_06__secret_conversation__1IXGY2FK.mp4,1,4,27,31,0,0,12.90322581,87.09677419
03_06__talking_against_wall__1IXGY2FK.mp4,1,0,31,31,0,0,0,100
03_06__talking_against_wall__OPTNKNYK.mp4,1,0,31,31,0,0,0,100
03_06__walking_down_indoor_hall_disgust__1IXGY2FK.mp4,1,0,31,31,0,0,0,100
03_06__walking_down_street_outside_angry__1IXGY2FK.mp4,1,0,31,31,0,0,0,100
03_06__walk_down_hall_angry__1IXGY2FK.mp4,0,31,0,31,0,100,100,0
03_07__exit_phone_room__6PHZRQ4H.mp4,0,31,0,31,0,100,100,0
03_07__exit_phone_room__WPT3Z2KN.mp4,0,31,0,31,0,100,100,0
03_07__hugging_happy__BKLOCI1M.mp4,1,0,31,31,0,0,0,100
03_07__hugging_happy__IFSURI9X.mp4,1,0,31,31,0,0,0,100
03_07__hugging_happy__WPT3Z2KN.mp4,1,0,31,31,0,0,0,100
03_07__kitchen_pan__WPT3Z2KN.mp4,1,0,31,31,0,0,0,100
03_07__kitchen_still__WPT3Z2KN.mp4,1,0,31,31,0,0,0,100
03_07__meeting_serious__W3MXGEU9.mp4,1,0,31,31,0,0,0,100
03_07__outside_talking_pan_laughing__6PHZRQ4H.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_07__outside_talking_pan_laughing__IFSURI9X.mp4,0,26,5,31,0,100,83.87096774,16.12903226
03_07__outside_talking_still_laughing__IFSURI9X.mp4,0,26,5,31,0,100,83.87096774,16.12903226
03_07__outside_talking_still_laughing__W3MXGEU9.mp4,0,27,4,31,0,100,87.09677419,12.90322581
03_07__podium_speech_happy__6PHZRQ4H.mp4,1,0,31,31,0,0,0,100
03_07__podium_speech_happy__IFSURI9X.mp4,1,0,31,31,0,0,0,100
03_07__secret_conversation__9NVYPOMN.mp4,1,4,27,31,0,0,12.90322581,87.09677419
03_07__secret_conversation__IFSURI9X.mp4,1,3,28,31,0,0,9.677419355,90.32258065
03_07__talking_against_wall__9NVYPOMN.mp4,1,0,31,31,0,0,0,100
03_07__talking_against_wall__BKLOCI1M.mp4,1,0,31,31,0,0,0,100
03_07__talking_against_wall__F0YYEA5W.mp4,1,0,31,31,0,0,0,100
03_07__talking_against_wall__IFSURI9X.mp4,1,0,31,31,0,0,0,100
03_07__talking_against_wall__PWXXULHR.mp4,1,0,31,31,0,0,0,100
03_07__talking_against_wall__WPT3Z2KN.mp4,1,0,31,31,0,0,0,100
03_07__talking_angry_couch__7NGMD8FT.mp4,1,0,31,31,0,0,0,100
03_07__talking_angry_couch__WPT3Z2KN.mp4,1,0,31,31,0,0,0,100
03_07__walking_and_outside_surprised__IFSURI9X.mp4,1,1,30,31,0,0,3.225806452,96.77419355
03_07__walking_down_indoor_hall_disgust__CDSNLDQ8.mp4,1,0,31,31,0,0,0,100
03_07__walking_down_indoor_hall_disgust__F0YYEA5W.mp4,1,0,31,31,0,0,0,100
03_07__walking_down_indoor_hall_disgust__PWXXULHR.mp4,1,0,31,31,0,0,0,100
03_07__walking_down_indoor_hall_disgust__WPT3Z2KN.mp4,1,1,30,31,0,0,3.225806452,96.77419355
03_07__walking_down_street_outside_angry__W3MXGEU9.mp4,1,0,31,31,0,0,0,100
03_07__walking_outside_cafe_disgusted__6PHZRQ4H.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_07__walking_outside_cafe_disgusted__CDSNLDQ8.mp4,1,15,16,31,0,0,48.38709677,51.61290323
03_07__walking_outside_cafe_disgusted__F0YYEA5W.mp4,0,31,0,31,0,100,100,0
03_07__walking_outside_cafe_disgusted__IFSURI9X.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_07__walking_outside_cafe_disgusted__PWXXULHR.mp4,0,31,0,31,0,100,100,0
03_07__walking_outside_cafe_disgusted__WPT3Z2KN.mp4,1,15,16,31,0,0,48.38709677,51.61290323
03_07__walk_down_hall_angry__6PHZRQ4H.mp4,0,31,0,31,0,100,100,0
03_07__walk_down_hall_angry__IFSURI9X.mp4,0,31,0,31,0,100,100,0
03_09__hugging_happy__RCETIXYL.mp4,1,9,22,31,0,0,29.03225806,70.96774194
03_09__kitchen_pan__8DTEGQ54.mp4,1,0,31,31,0,0,0,100
03_09__outside_talking_pan_laughing__8DTEGQ54.mp4,0,30,1,31,0,100,96.77419355,3.225806452
03_09__outside_talking_still_laughing__8DTEGQ54.mp4,0,26,5,31,0,100,83.87096774,16.12903226
03_09__outside_talking_still_laughing__RCETIXYL.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_09__secret_conversation__8DTEGQ54.mp4,1,4,15,19,0,0,21.05263158,78.94736842
03_09__secret_conversation__RCETIXYL.mp4,1,4,27,31,0,0,12.90322581,87.09677419
03_09__talking_against_wall__8DTEGQ54.mp4,1,0,31,31,0,0,0,100
03_09__talking_angry_couch__RCETIXYL.mp4,1,0,31,31,0,0,0,100
03_09__walk_down_hall_angry__8DTEGQ54.mp4,0,31,0,31,0,100,100,0
03_11__exit_phone_room__P08VGHTA.mp4,0,31,0,31,0,100,100,0
03_11__kitchen_pan__P08VGHTA.mp4,1,0,31,31,0,0,0,100
03_11__kitchen_still__P08VGHTA.mp4,1,0,31,31,0,0,0,100
03_11__outside_talking_pan_laughing__P08VGHTA.mp4,0,31,0,31,0,100,100,0
03_11__outside_talking_still_laughing__P08VGHTA.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_11__podium_speech_happy__P08VGHTA.mp4,1,1,30,31,0,0,3.225806452,96.77419355
03_11__talking_against_wall__P08VGHTA.mp4,1,0,31,31,0,0,0,100
03_11__talking_against_wall__VLCLB0AU.mp4,1,0,31,31,0,0,0,100
03_11__walking_and_outside_surprised__P08VGHTA.mp4,1,0,31,31,0,0,0,100
03_11__walking_down_indoor_hall_disgust__P08VGHTA.mp4,1,0,31,31,0,0,0,100
03_11__walking_outside_cafe_disgusted__P08VGHTA.mp4,0,16,15,31,0,100,51.61290323,48.38709677
03_11__walking_outside_cafe_disgusted__VLCLB0AU.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_11__walk_down_hall_angry__P08VGHTA.mp4,0,31,0,31,0,100,100,0
03_12__exit_phone_room__D7G6YJON.mp4,0,31,0,31,0,100,100,0
03_12__kitchen_pan__D7G6YJON.mp4,1,0,31,31,0,0,0,100
03_12__outside_talking_still_laughing__D7G6YJON.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_12__walking_outside_cafe_disgusted__D7G6YJON.mp4,1,15,16,31,0,0,48.38709677,51.61290323
03_12__walk_down_hall_angry__D7G6YJON.mp4,0,31,0,31,0,100,100,0
03_13__exit_phone_room__GBYWJW06.mp4,0,31,0,31,0,100,100,0
03_13__hugging_happy__GBYWJW06.mp4,0,16,15,31,0,100,51.61290323,48.38709677
03_13__kitchen_pan__GBYWJW06.mp4,1,0,31,31,0,0,0,100
03_13__kitchen_still__T3MZOI8X.mp4,1,0,31,31,0,0,0,100
03_13__meeting_serious__GBYWJW06.mp4,1,0,31,31,0,0,0,100
03_13__meeting_serious__T3MZOI8X.mp4,1,0,31,31,0,0,0,100
03_13__outside_talking_still_laughing__GBYWJW06.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_13__secret_conversation__GBYWJW06.mp4,1,2,29,31,0,0,6.451612903,93.5483871
03_13__talking_against_wall__GBYWJW06.mp4,1,0,31,31,0,0,0,100
03_13__talking_angry_couch__GBYWJW06.mp4,1,0,31,31,0,0,0,100
03_13__walking_down_indoor_hall_disgust__GBYWJW06.mp4,1,0,31,31,0,0,0,100
03_13__walking_outside_cafe_disgusted__GBYWJW06.mp4,1,15,16,31,0,0,48.38709677,51.61290323
03_14__exit_phone_room__0O9TTCJT.mp4,0,31,0,31,0,100,100,0
03_14__exit_phone_room__H0VQHGS3.mp4,0,31,0,31,0,100,100,0
03_14__exit_phone_room__KJ221YN0.mp4,0,31,0,31,0,100,100,0
03_14__kitchen_pan__38OVCK3X.mp4,1,0,31,31,0,0,0,100
03_14__kitchen_pan__B1CG25H1.mp4,1,0,31,31,0,0,0,100
03_14__kitchen_pan__ZC2KYASW.mp4,1,0,31,31,0,0,0,100
03_14__kitchen_still__Q9NSXM88.mp4,1,0,31,31,0,0,0,100
03_14__meeting_serious__KJ221YN0.mp4,1,0,31,31,0,0,0,100
03_14__meeting_serious__L0GHYIFS.mp4,1,0,31,31,0,0,0,100
03_14__meeting_serious__PLCQJM81.mp4,1,0,31,31,0,0,0,100
03_14__outside_talking_pan_laughing__0O9TTCJT.mp4,0,26,5,31,0,100,83.87096774,16.12903226
03_14__outside_talking_still_laughing__KJ221YN0.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_14__podium_speech_happy__7JPPCV50.mp4,1,0,31,31,0,0,0,100
03_14__podium_speech_happy__Q9NSXM88.mp4,1,0,31,31,0,0,0,100
03_14__secret_conversation__0O9TTCJT.mp4,1,5,15,20,0,0,25,75
03_14__secret_conversation__KJ221YN0.mp4,1,5,26,31,0,0,16.12903226,83.87096774
03_14__talking_against_wall__ZC2KYASW.mp4,1,0,31,31,0,0,0,100
03_14__walking_and_outside_surprised__H0VQHGS3.mp4,1,0,31,31,0,0,0,100
03_14__walking_and_outside_surprised__P1L5PF4I.mp4,1,0,31,31,0,0,0,100
03_14__walking_down_indoor_hall_disgust__KJ221YN0.mp4,1,0,31,31,0,0,0,100
03_14__walking_down_street_outside_angry__H0VQHGS3.mp4,1,0,31,31,0,0,0,100
03_14__walking_down_street_outside_angry__Q9NSXM88.mp4,1,0,31,31,0,0,0,100
03_14__walking_outside_cafe_disgusted__PLCQJM81.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_14__walking_outside_cafe_disgusted__ZC2KYASW.mp4,1,14,17,31,0,0,45.16129032,54.83870968
03_14__walk_down_hall_angry__P1L5PF4I.mp4,0,31,0,31,0,100,100,0
03_14__walk_down_hall_angry__PLCQJM81.mp4,0,31,0,31,0,100,100,0
03_15__exit_phone_room__5C1OMK8W.mp4,0,31,0,31,0,100,100,0
03_15__exit_phone_room__GZNLO4X9.mp4,0,31,0,31,0,100,100,0
03_15__exit_phone_room__OY4I7ZU8.mp4,0,31,0,31,0,100,100,0
03_15__kitchen_pan__5C1OMK8W.mp4,1,0,31,31,0,0,0,100
03_15__kitchen_pan__AIOM1U5V.mp4,1,0,31,31,0,0,0,100
03_15__kitchen_pan__DNUJD8M2.mp4,1,0,31,31,0,0,0,100
03_15__kitchen_still__AIOM1U5V.mp4,1,0,31,31,0,0,0,100
03_15__kitchen_still__OY4I7ZU8.mp4,1,0,31,31,0,0,0,100
03_15__meeting_serious__DNUJD8M2.mp4,1,0,31,31,0,0,0,100
03_15__meeting_serious__OY4I7ZU8.mp4,1,0,31,31,0,0,0,100
03_15__meeting_serious__Q14RO7M7.mp4,1,0,31,31,0,0,0,100
03_15__outside_talking_pan_laughing__AIOM1U5V.mp4,0,29,2,31,0,100,93.5483871,6.451612903
03_15__outside_talking_pan_laughing__GZNLO4X9.mp4,0,26,5,31,0,100,83.87096774,16.12903226
03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,0,26,5,31,0,100,83.87096774,16.12903226
03_15__outside_talking_still_laughing__DNUJD8M2.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_15__podium_speech_happy__DG8ITQO3.mp4,1,0,31,31,0,0,0,100
03_15__podium_speech_happy__OY4I7ZU8.mp4,1,0,31,31,0,0,0,100
03_15__secret_conversation__DG8ITQO3.mp4,1,4,15,19,0,0,21.05263158,78.94736842
03_15__talking_angry_couch__5C1OMK8W.mp4,1,0,31,31,0,0,0,100
03_15__walking_and_outside_surprised__OY4I7ZU8.mp4,1,0,31,31,0,0,0,100
03_15__walking_down_indoor_hall_disgust__OY4I7ZU8.mp4,1,0,31,31,0,0,0,100
03_15__walking_outside_cafe_disgusted__Y11NT1YX.mp4,1,15,16,31,0,0,48.38709677,51.61290323
03_15__walk_down_hall_angry__5C1OMK8W.mp4,0,31,0,31,0,100,100,0
03_15__walk_down_hall_angry__T5SHH2UL.mp4,0,31,0,31,0,100,100,0
03_18__exit_phone_room__22UBC0BS.mp4,0,31,0,31,0,100,100,0
03_18__exit_phone_room__32DBR8L4.mp4,0,31,0,31,0,100,100,0
03_18__exit_phone_room__N72YE748.mp4,0,31,0,31,0,100,100,0
03_18__kitchen_pan__22UBC0BS.mp4,1,0,31,31,0,0,0,100
03_18__kitchen_still__22UBC0BS.mp4,1,0,31,31,0,0,0,100
03_18__meeting_serious__N72YE748.mp4,1,0,31,31,0,0,0,100
03_18__outside_talking_pan_laughing__22UBC0BS.mp4,0,29,2,31,0,100,93.5483871,6.451612903
03_18__outside_talking_pan_laughing__32DBR8L4.mp4,0,29,2,31,0,100,93.5483871,6.451612903
03_18__outside_talking_still_laughing__N72YE748.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_18__podium_speech_happy__22UBC0BS.mp4,1,0,31,31,0,0,0,100
03_18__secret_conversation__32DBR8L4.mp4,1,5,15,20,0,0,25,75
03_18__secret_conversation__N72YE748.mp4,1,5,15,20,0,0,25,75
03_18__talking_angry_couch__22UBC0BS.mp4,1,0,31,31,0,0,0,100
03_18__walking_and_outside_surprised__22UBC0BS.mp4,1,0,31,31,0,0,0,100
03_18__walking_and_outside_surprised__8HNSXOBW.mp4,1,0,31,31,0,0,0,100
03_18__walking_down_indoor_hall_disgust__UEC1BI8E.mp4,1,0,31,31,0,0,0,100
03_18__walking_down_street_outside_angry__22UBC0BS.mp4,1,0,31,31,0,0,0,100
03_18__walking_outside_cafe_disgusted__22UBC0BS.mp4,0,31,0,31,0,100,100,0
03_18__walking_outside_cafe_disgusted__UEC1BI8E.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_18__walk_down_hall_angry__22UBC0BS.mp4,0,31,0,31,0,100,100,0
03_20__kitchen_still__Z6V05FXO.mp4,1,0,31,31,0,0,0,100
03_20__meeting_serious__61SVZ2J7.mp4,1,0,31,31,0,0,0,100
03_20__outside_talking_pan_laughing__61SVZ2J7.mp4,0,30,1,31,0,100,96.77419355,3.225806452
03_20__secret_conversation__61SVZ2J7.mp4,1,6,25,31,0,0,19.35483871,80.64516129
03_20__talking_against_wall__9NFWR304.mp4,1,0,31,31,0,0,0,100
03_20__talking_angry_couch__61SVZ2J7.mp4,1,0,31,31,0,0,0,100
03_20__talking_angry_couch__9NFWR304.mp4,1,0,31,31,0,0,0,100
03_20__walk_down_hall_angry__61SVZ2J7.mp4,0,31,0,31,0,100,100,0
03_21__exit_phone_room__V53E3RVB.mp4,0,31,0,31,0,100,100,0
03_21__exit_phone_room__YCSEBZO4.mp4,0,31,0,31,0,100,100,0
03_21__hugging_happy__TEV3HIHZ.mp4,1,7,24,31,0,0,22.58064516,77.41935484
03_21__kitchen_pan__YCSEBZO4.mp4,1,0,31,31,0,0,0,100
03_21__kitchen_still__V53E3RVB.mp4,1,0,31,31,0,0,0,100
03_21__kitchen_still__YCSEBZO4.mp4,1,0,31,31,0,0,0,100
03_21__meeting_serious__V53E3RVB.mp4,1,0,31,31,0,0,0,100
03_21__outside_talking_pan_laughing__YCSEBZO4.mp4,0,30,1,31,0,100,96.77419355,3.225806452
03_21__outside_talking_still_laughing__V53E3RVB.mp4,0,29,2,31,0,100,93.5483871,6.451612903
03_21__outside_talking_still_laughing__YCSEBZO4.mp4,0,29,2,31,0,100,93.5483871,6.451612903
03_21__secret_conversation__YCSEBZO4.mp4,1,6,25,31,0,0,19.35483871,80.64516129
03_21__talking_against_wall__YCSEBZO4.mp4,1,0,31,31,0,0,0,100
03_21__walking_down_street_outside_angry__YCSEBZO4.mp4,1,0,31,31,0,0,0,100
03_26__kitchen_pan__WBSXBL82.mp4,1,0,31,31,0,0,0,100
03_26__kitchen_still__WBSXBL82.mp4,1,0,31,31,0,0,0,100
03_26__meeting_serious__WBSXBL82.mp4,1,0,31,31,0,0,0,100
03_26__outside_talking_pan_laughing__WBSXBL82.mp4,0,28,3,31,0,100,90.32258065,9.677419355
03_26__podium_speech_happy__WBSXBL82.mp4,1,0,31,31,0,0,0,100
03_26__talking_against_wall__WBSXBL82.mp4,1,0,31,31,0,0,0,100
03_26__talking_angry_couch__WBSXBL82.mp4,1,0,31,31,0,0,0,100
03_26__walking_outside_cafe_disgusted__WBSXBL82.mp4,1,15,16,31,0,0,48.38709677,51.61290323
03_26__walk_down_hall_angry__WBSXBL82.mp4,0,31,0,31,0,100,100,0
03_27__hugging_happy__72BPN7A1.mp4,1,0,31,31,0,0,0,100
03_27__walking_and_outside_surprised__KWGI1LSZ.mp4,1,0,31,31,0,0,0,100
03_27__walking_down_indoor_hall_disgust__IL675GCI.mp4,1,0,31,31,0,0,0,100
03_27__walk_down_hall_angry__IL675GCI.mp4,0,31,0,31,0,100,100,0
03_27__walk_down_hall_angry__KWGI1LSZ.mp4,0,31,0,31,0,100,100,0
04_01__exit_phone_room__0XUW13RW.mp4,0,31,0,31,0,100,100,0
04_01__kitchen_pan__GBC7ZGDP.mp4,0,27,4,31,0,100,87.09677419,12.90322581
04_01__kitchen_still__6I623VU9.mp4,1,0,31,31,0,0,0,100
04_01__kitchen_still__GBC7ZGDP.mp4,1,0,31,31,0,0,0,100
04_01__outside_talking_still_laughing__0XUW13RW.mp4,1,0,31,31,0,0,0,100
04_01__outside_talking_still_laughing__6I623VU9.mp4,1,0,31,31,0,0,0,100
04_01__podium_speech_happy__0XUW13RW.mp4,0,24,7,31,0,100,77.41935484,22.58064516
04_01__podium_speech_happy__6I623VU9.mp4,0,28,3,31,0,100,90.32258065,9.677419355
04_01__podium_speech_happy__GBC7ZGDP.mp4,0,28,3,31,0,100,90.32258065,9.677419355
04_01__secret_conversation__6I623VU9.mp4,1,2,29,31,0,0,6.451612903,93.5483871
04_01__talking_angry_couch__0XUW13RW.mp4,1,0,31,31,0,0,0,100
04_01__walking_down_street_outside_angry__0XUW13RW.mp4,1,0,31,31,0,0,0,100
04_01__walking_down_street_outside_angry__GBC7ZGDP.mp4,1,0,31,31,0,0,0,100
04_01__walking_outside_cafe_disgusted__0XUW13RW.mp4,0,23,8,31,0,100,74.19354839,25.80645161
04_01__walk_down_hall_angry__0XUW13RW.mp4,0,31,0,31,0,100,100,0
04_01__walk_down_hall_angry__GBC7ZGDP.mp4,0,31,0,31,0,100,100,0
04_02__exit_phone_room__SUIZOXAJ.mp4,0,31,0,31,0,100,100,0
04_02__outside_talking_pan_laughing__8CH7R4LW.mp4,1,0,31,31,0,0,0,100
04_02__outside_talking_still_laughing__8CH7R4LW.mp4,1,0,31,31,0,0,0,100
04_02__podium_speech_happy__8CH7R4LW.mp4,0,27,4,31,0,100,87.09677419,12.90322581
04_02__secret_conversation__8CH7R4LW.mp4,0,16,15,31,0,100,51.61290323,48.38709677
04_02__walk_down_hall_angry__8CH7R4LW.mp4,0,31,0,31,0,100,100,0
04_02__walk_down_hall_angry__SUIZOXAJ.mp4,0,31,0,31,0,100,100,0
04_03__outside_talking_pan_laughing__T04P6ELC.mp4,1,0,31,31,0,0,0,100
04_03__talking_angry_couch__T04P6ELC.mp4,1,0,31,31,0,0,0,100
04_06__kitchen_still__ZK95PQDE.mp4,1,0,31,31,0,0,0,100
04_06__outside_talking_still_laughing__ZK95PQDE.mp4,1,0,31,31,0,0,0,100
04_06__talking_against_wall__ZK95PQDE.mp4,1,0,31,31,0,0,0,100
04_06__walking_outside_cafe_disgusted__ZK95PQDE.mp4,1,11,20,31,0,0,35.48387097,64.51612903
04_07__exit_phone_room__ITC0C48B.mp4,0,31,0,31,0,100,100,0
04_07__exit_phone_room__M2NBCLFR.mp4,0,31,0,31,0,100,100,0
04_07__kitchen_pan__XRK7FGZX.mp4,0,24,7,31,0,100,77.41935484,22.58064516
04_07__kitchen_still__M2NBCLFR.mp4,1,0,31,31,0,0,0,100
04_07__outside_talking_still_laughing__QKCCFKBT.mp4,1,0,31,31,0,0,0,100
04_07__outside_talking_still_laughing__XRK7FGZX.mp4,1,0,31,31,0,0,0,100
04_07__podium_speech_happy__ITC0C48B.mp4,0,25,6,31,0,100,80.64516129,19.35483871
04_07__podium_speech_happy__M2NBCLFR.mp4,0,24,7,31,0,100,77.41935484,22.58064516
